phylum	class	order	family	species
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora genistae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora glaucicolella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora glitzella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora gnaphalii
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora goluensis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora graminicolella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora granulatella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora granulosella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora gredosella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora gryphipennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora guadicensis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora hackmani
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora halophilella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora hartigi
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora helgada
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora helianthemella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora helichrysiella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora hemerobiella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora heringi
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora hiberica
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora hieronella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora hongorella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora hungariae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora hydrolapathella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora hystricella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ibipennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ichnusae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora idaeella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ignobilis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora impalella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora inermis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora infolliculella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora insulicola
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora internitens
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora inulae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora involucrella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora isomoera
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ispartae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora jaernaensis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora jerusalemella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora juncicolella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora jynxella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora kahaourella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora katunella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora kauzi
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora klimeschiella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora korbi
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora kuehnella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora kyffhusana
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lacera
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora landryi
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora laricella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lassella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lativittella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ledi
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lessinica
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora limoniella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora limosipennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lineata
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lineolea
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lineosyridella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora linosyridella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora linosyris
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora liriophorella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lithargyrinella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lixella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lixella group
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lonchodes
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora longipalpella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora loti
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora loxodon
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora luciennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lusciniaepennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lutarea
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora luteolella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lutipennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora lycaoniae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora macedonica
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora macilenta
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora maculata
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora magyarica
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora malatiella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora marcarolensis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora mareki
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora maritimella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora maturella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora mausolella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora mayrella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora medelichensis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora mediterranea
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora mendica
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora meridiogallica
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora meridionella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora microalbella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora microdon
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora micromeriae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora micronotella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora millefolii
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora millierella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora milvipennis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora minipalpella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora minoica
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora motacillella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora murinella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora nanophyti
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora narbonensis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora necessaria
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora neglecta
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora nemesi
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora nepetellae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora nigridorsella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora niveicostella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora niveistrigella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora niveopictella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora nubivagella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora nutantella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora obliterata
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora obscenella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora obscuripalpella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora obtectella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora obviella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora occasi
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora occatella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ochrea
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ochripennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ochroflava
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora onobrychiella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ononidella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora onopordiella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora opulens
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora orbitella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora orenburgella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora oriolella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ornatipennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora orotavensis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora otidipennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora paeltsaella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pagodella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora palifera
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pannonicella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pappiferella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora paradoxella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora paramayrella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora paripennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora parthenica
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora parthenogenella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora partiella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora partitella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora parvicuprella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora paucinotella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pellicornella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora peri
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora peribenanderi
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora perplexella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora perserenella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora phlomidis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pilosae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora plumbella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora plurispinella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora polonicella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora polycarpeae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora potentillae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pratella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora preisseckeri
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora proterella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora prunifoliae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pseudociconiella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pseudodianthi
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pseudodirectella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pseudoditella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pseudolinosyris
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pseudopoecilella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pseudorepentis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pseudosquamosella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ptarmicia
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pterosparti
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pulchripennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pulmonariella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora punctulatella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pyrenaica
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora pyrrhulipennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora quadrifariella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora quadristraminella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ramosella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ravillella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora rectilineella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora reisseri
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora remizella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora repentis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora retrodentella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora ribasella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora riffelensis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora rudella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sabina
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora salicorniae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora samarensis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora santolinella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora saponariella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sardiniae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sardocorsa
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sarehma
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora satellitella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora saturatella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora saxicolella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora scabrida
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora schmidti
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora semicinerea
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora semistrigata
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora septembra
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sergiella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora serinipennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora serpylletorum
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora serratella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora serratulella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora settarii
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sibiricella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora siccifolia
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora silenella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sirella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sisteronica
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sittella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora soffneriella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora solenella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora solitariella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sp1
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sp15
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sp16
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sp17
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sp18
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sp45
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sp8
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sp9
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora spargospinella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora spinella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora spiraeella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora spiralis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora spumosella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora squalorella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora squamella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora squamosella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora staehelinella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sternipennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora stramentella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora striatipennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora strigosella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora striolatella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora struella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora strutiella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora suboriolella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora succursella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora supinella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora svenssoni
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora sylvaticella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora symmicta
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora syriaca
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora taeniipennella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tamesis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tanaceti
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tanitella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora taygeti
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora teheranella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora telonica
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora teredo
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora texanella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora therinella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora thulea
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora thurneri
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora thymi
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tigris
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tolli
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tractella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora traeskaensis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora traugotti
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tremula
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora trichopterella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tricolor
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora trientella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora trifariella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora trifolii
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora trigeminella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tringella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tristraminata
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora trochilella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tshiligella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tundrosa
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora turbatella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora tyrrhaenica
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora uliginosella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora unigenella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora uniphalli
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora unipunctella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora univittella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora uralensis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora vacciniella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora valesianella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora varensis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora variicornis
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora varnella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora verbljushkella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora vermiculatella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora versurella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora vestalella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora vestianella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora vibicella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora vibicigerella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora vicinella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora violacea
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora virgatella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora virgaureae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora vitisella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora vivesella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora vulnerariae
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora vulpecula
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora wiltshirei
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora wockeella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora zelleriella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora zernyi
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Ischnophanes aquilina
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Ischnophanes canariella
Arthropoda	Insecta	Lepidoptera	Coleophoridae	Ischnophanes excentra
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Alloclita canariensis
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Alloclita francoeuriae
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Alloclita mongolica
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Anatrachyntis argyrogrammos
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Anatrachyntis badia
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Ascalenia vanella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Coccidiphila camai
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Coccidiphila danilevskyi
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Coccidiphila gerasimovi
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Coccidiphila ledereriella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix athesiae
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix coryphaea
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix crassicervicella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix druryella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix feminella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix lienigiella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix orichalcea
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix pararufella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix parietariae
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix phyladelphella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix pulchrimella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix scribaiella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Cosmopterix zieglerella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Eteobalea albiapicella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Eteobalea anonymella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Eteobalea dohrnii
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Eteobalea intermediella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Eteobalea isabellella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Eteobalea serratella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Eteobalea siciliae
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Eteobalea tririvella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Hodgesiella rebeli
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Isidiella nickerlii
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Limnaecia phragmitella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Pancalia leuwenhoekella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Pancalia nodosella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Pancalia schwarzella
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Pyroderces argyrogrammos
Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	Pyroderces klimeschi
