species	marker_code	kingdom
Chlorocytus polichna	COI-5P	Animalia
Chlorocytus planus	COI-5P	Animalia
Chlorocytus pilosus	COI-5P	Animalia
Chlorocytus phalaridis	COI-5P	Animalia
Chlorocytus inchoatus	COI-5P	Animalia
Chlorocytus harmolitae	COI-5P	Animalia
Chlorocytus formosus	COI-5P	Animalia
Chlorocytus diversus	COI-5P	Animalia
Chlorocytus breviscapus	COI-5P	Animalia
Cheiropachus quadrum	COI-5P	Animalia
Cerocephala rufa	COI-5P	Animalia
Cerocephala cornigera	COI-5P	Animalia
Cecidostiba semifascia	COI-5P	Animalia
Cecidostiba fungosa	COI-5P	Animalia
Cecidostiba adana	COI-5P	Animalia
Cea pulicaris	COI-5P	Animalia
Capellia cecidomyiae	COI-5P	Animalia
Callitula pyrrhogaster	COI-5P	Animalia
Callitula ferrierei	COI-5P	Animalia
Callitula elongata	COI-5P	Animalia
Callitula bicolor	COI-5P	Animalia
Caenacis lauta	COI-5P	Animalia
Caenacis inflexa	COI-5P	Animalia
Bairamlia fuscipes	COI-5P	Animalia
Asaphes vulgaris	COI-5P	Animalia
Asaphes suspensus	COI-5P	Animalia
Arthrolytus slovacus	COI-5P	Animalia
Arthrolytus ocellus	COI-5P	Animalia
Arthrolytus maculipennis	COI-5P	Animalia
Arthrolytus discoideus	COI-5P	Animalia
Apsilocera verticillata	COI-5P	Animalia
Apelioma restrictum	COI-5P	Animalia
Anogmus vala	COI-5P	Animalia
Anogmus strobilorum	COI-5P	Animalia
Anogmus laricis	COI-5P	Animalia
Anogmus hohenheimensis	COI-5P	Animalia
Aggelma violacea	COI-5P	Animalia
Acrocormus semifasciatus	COI-5P	Animalia
Ablaxia squamifera	COI-5P	Animalia
Ablaxia parviclava	COI-5P	Animalia
Ablaxia megachlora	COI-5P	Animalia
Perilampus tristis	COI-5P	Animalia
Perilampus ruficornis	COI-5P	Animalia
Perilampus nitens	COI-5P	Animalia
Perilampus laevifrons	COI-5P	Animalia
Perilampus chrysonotus	COI-5P	Animalia
Perilampus aureoviridis	COI-5P	Animalia
Perilampus auratus	COI-5P	Animalia
Perilampus aeneus	COI-5P	Animalia
Chrysolampus thenae	COI-5P	Animalia
Chrysolampus rufitarsis	COI-5P	Animalia
Burksilampus ruschkai	COI-5P	Animalia
Ormyrus pomaceus	COI-5P	Animalia
Ormyrus papaveris	COI-5P	Animalia
Ormyrus nitidulus	COI-5P	Animalia
Ormyrus gratiosus	COI-5P	Animalia
Camptoptera setipaupera	COI-5P	Animalia
Camptoptera perpilosa	COI-5P	Animalia
Camptoptera papaveris	COI-5P	Animalia
Camptoptera magna	COI-5P	Animalia
Camptoptera cardui	COI-5P	Animalia
Polynema valkenburgense	COI-5P	Animalia
Polynema rectum	COI-5P	Animalia
Polynema quadruplex	COI-5P	Animalia
Polynema prolongatum	COI-5P	Animalia
Polynema pennicilipennis	COI-5P	Animalia
Polynema pallidipenne	COI-5P	Animalia
Polynema neopusillum	COI-5P	Animalia
Polynema neofuscipes	COI-5P	Animalia
Polynema mundum	COI-5P	Animalia
Polynema maidli	COI-5P	Animalia
Polynema flavipes	COI-5P	Animalia
Polynema fennicum	COI-5P	Animalia
Polynema elongatum	COI-5P	Animalia
Polynema elegantissimum	COI-5P	Animalia
Polynema aterrimum	COI-5P	Animalia
Polynema altitudine	COI-5P	Animalia
Polynema abdominale	COI-5P	Animalia
Ooctonus vulgatus	COI-5P	Animalia
Ooctonus insignis	COI-5P	Animalia
Mymar regale	COI-5P	Animalia
Mymar pulchellum	COI-5P	Animalia
Gonatocerus tremulae	COI-5P	Animalia
Gonatocerus longicornis	COI-5P	Animalia
Gonatocerus litoralis	COI-5P	Animalia
Gonatocerus ater	COI-5P	Animalia
Erythmelus limburgensis	COI-5P	Animalia
Erythmelus flavovarius	COI-5P	Animalia
Anaphes vulgarisimilis	COI-5P	Animalia
Anaphes vulgaris	COI-5P	Animalia
Anaphes valkenburgicus	COI-5P	Animalia
Anaphes tenuipennis	COI-5P	Animalia
Anaphes similis	COI-5P	Animalia
Anaphes semimedius	COI-5P	Animalia
Anaphes semiflavus	COI-5P	Animalia
Anaphes reductus	COI-5P	Animalia
Anaphes piliscapus	COI-5P	Animalia
Anaphes pellucens	COI-5P	Animalia
Anaphes parciventris	COI-5P	Animalia
Anaphes pallidus	COI-5P	Animalia
Anaphes ordinarius	COI-5P	Animalia
Anaphes obsoletus	COI-5P	Animalia
Anaphes minimus	COI-5P	Animalia
Anaphes medioacutus	COI-5P	Animalia
Anaphes luteicornis	COI-5P	Animalia
Anaphes lucidus	COI-5P	Animalia
Anaphes longior	COI-5P	Animalia
Anaphes lineipennis	COI-5P	Animalia
Anaphes laticornis	COI-5P	Animalia
Anaphes gracilior	COI-5P	Animalia
Anaphes fuscipennis	COI-5P	Animalia
Anaphes fortipennis	COI-5P	Animalia
Anaphes flavicornis	COI-5P	Animalia
Anaphes ensipennis	COI-5P	Animalia
Anaphes elegans	COI-5P	Animalia
Anaphes distinctus	COI-5P	Animalia
Anaphes dilatatus	COI-5P	Animalia
Anaphes devius	COI-5P	Animalia
Anaphes declinatus	COI-5P	Animalia
Anaphes debilipennis	COI-5P	Animalia
Anaphes communis	COI-5P	Animalia
Anaphes breviventris	COI-5P	Animalia
Anaphes brevior	COI-5P	Animalia
Anaphes brevicornis	COI-5P	Animalia
Anaphes arcuatus	COI-5P	Animalia
Anaphes apilosus	COI-5P	Animalia
Anaphes antoniae	COI-5P	Animalia
Anaphes aequipennatus	COI-5P	Animalia
Anagrus ustulatus	COI-5P	Animalia
Anagrus nigriceps	COI-5P	Animalia
Anagrus incarnatus	COI-5P	Animalia
Anagrus dilatatus	COI-5P	Animalia
Anagrus bakkendorfi	COI-5P	Animalia
Anagrus avalae	COI-5P	Animalia
Alaptus stammeri	COI-5P	Animalia
Alaptus pallidicornis	COI-5P	Animalia
Alaptus minimus	COI-5P	Animalia
Alaptus maidli	COI-5P	Animalia
Alaptus foersteri	COI-5P	Animalia
Alaptus extremus	COI-5P	Animalia
Tetramesa poae	COI-5P	Animalia
Tetramesa linearis	COI-5P	Animalia
Tetramesa hyalipennis	COI-5P	Animalia
Tetramesa hordei	COI-5P	Animalia
Tetramesa fulvicollis	COI-5P	Animalia
Tetramesa brevicornis	COI-5P	Animalia
Tetramesa brevicollis	COI-5P	Animalia
Systole tuonela	COI-5P	Animalia
Systole albipennis	COI-5P	Animalia
Sycophila submutica	COI-5P	Animalia
Sycophila stagnalis	COI-5P	Animalia
Sycophila mellea	COI-5P	Animalia
Sycophila flavicollis	COI-5P	Animalia
Sycophila biguttata	COI-5P	Animalia
Eurytoma verticillata	COI-5P	Animalia
Eurytoma serratulae	COI-5P	Animalia
Eurytoma salicis	COI-5P	Animalia
Eurytoma rufa	COI-5P	Animalia
Eurytoma roseni	COI-5P	Animalia
Eurytoma rosae	COI-5P	Animalia
Eurytoma robusta	COI-5P	Animalia
Eurytoma phalaridis	COI-5P	Animalia
Eurytoma pediaspisi	COI-5P	Animalia
Eurytoma orchidearum	COI-5P	Animalia
Eurytoma nodularis	COI-5P	Animalia
Eurytoma morio	COI-5P	Animalia
Eurytoma mayri	COI-5P	Animalia
Eurytoma laricis	COI-5P	Animalia
Eurytoma flavimana	COI-5P	Animalia
Eurytoma cynipsea	COI-5P	Animalia
Eurytoma curta	COI-5P	Animalia
Eurytoma crassinervis	COI-5P	Animalia
Eurytoma compressa	COI-5P	Animalia
Eurytoma brunniventris	COI-5P	Animalia
Eurytoma afra	COI-5P	Animalia
Eurytoma aciculata	COI-5P	Animalia
Bruchophagus roddi	COI-5P	Animalia
Bruchophagus platypterus	COI-5P	Animalia
Bruchophagus gibbus	COI-5P	Animalia
Merostenus excavatus	COI-5P	Animalia
Eusandalum coronatum	COI-5P	Animalia
Eupelmus vesicularis	COI-5P	Animalia
Eupelmus urozonus	COI-5P	Animalia
Eupelmus pullus	COI-5P	Animalia
Eupelmus nubilipennis	COI-5P	Animalia
Eupelmus microzonus	COI-5P	Animalia
Eupelmus linearis	COI-5P	Animalia
Eupelmus hartigi	COI-5P	Animalia
Eupelmus fuscipennis	COI-5P	Animalia
Eupelmus atropurpureus	COI-5P	Animalia
Eupelmus annulatus	COI-5P	Animalia
Eupelmus aloysii	COI-5P	Animalia
Calosota vernalis	COI-5P	Animalia
Calosota aestivalis	COI-5P	Animalia
Calosota acron	COI-5P	Animalia
Xanthellum transsylvanicum	COI-5P	Animalia
Tetrastichus sinope	COI-5P	Animalia
Tetrastichus miser	COI-5P	Animalia
Tetrastichus macrops	COI-5P	Animalia
Tetrastichus lyridice	COI-5P	Animalia
Tetrastichus leocrates	COI-5P	Animalia
Tetrastichus legionarius	COI-5P	Animalia
Tetrastichus julis	COI-5P	Animalia
Tetrastichus ilityia	COI-5P	Animalia
Tetrastichus hylotomarum	COI-5P	Animalia
Tetrastichus halidayi	COI-5P	Animalia
Tetrastichus epilachnae	COI-5P	Animalia
Tetrastichus crioceridis	COI-5P	Animalia
Tetrastichus coeruleus	COI-5P	Animalia
Tetrastichus clito	COI-5P	Animalia
Tetrastichus brevicalcar	COI-5P	Animalia
Tetrastichus atratulus	COI-5P	Animalia
Tetrastichus agrilocidus	COI-5P	Animalia
Tamarixia upis	COI-5P	Animalia
Tamarixia tremblayi	COI-5P	Animalia
Tamarixia monesus	COI-5P	Animalia
Tamarixia leptothrix	COI-5P	Animalia
Tamarixia actis	COI-5P	Animalia
Sympiesis xanthostoma	COI-5P	Animalia
Sympiesis viridula	COI-5P	Animalia
Sympiesis sericeicornis	COI-5P	Animalia
Sympiesis notata	COI-5P	Animalia
Sympiesis gregori	COI-5P	Animalia
Sympiesis grahami	COI-5P	Animalia
Sympiesis gordius	COI-5P	Animalia
Sympiesis dolichogaster	COI-5P	Animalia
Sympiesis acalle	COI-5P	Animalia
Stenomesius rufescens	COI-5P	Animalia
Sigmophora brevicornis	COI-5P	Animalia
Rhicnopelte crassicornis	COI-5P	Animalia
Quadrastichus xanthostoma	COI-5P	Animalia
Quadrastichus vacuna	COI-5P	Animalia
Quadrastichus pteridis	COI-5P	Animalia
Quadrastichus perissiae	COI-5P	Animalia
Quadrastichus pedicellaris	COI-5P	Animalia
Quadrastichus lasiocerus	COI-5P	Animalia
Pronotalia carlinarum	COI-5P	Animalia
Pnigalio tridentatus	COI-5P	Animalia
Pnigalio soemius	COI-5P	Animalia
Pnigalio phragmitidis	COI-5P	Animalia
Pnigalio pectinicornis	COI-5P	Animalia
Pnigalio nemati	COI-5P	Animalia
Pnigalio longulus	COI-5P	Animalia
Pnigalio epilobii	COI-5P	Animalia
Pnigalio agraules	COI-5P	Animalia
Platyplecrus pannonica	COI-5P	Animalia
Pediobius tetratomus	COI-5P	Animalia
Pediobius termerus	COI-5P	Animalia
Pediobius saulius	COI-5P	Animalia
Pediobius pyrgo	COI-5P	Animalia
Pediobius planiventris	COI-5P	Animalia
Pediobius nigritarsis	COI-5P	Animalia
Pediobius metallicus	COI-5P	Animalia
Pediobius lysis	COI-5P	Animalia
Pediobius longicornis	COI-5P	Animalia
Pediobius foliorum	COI-5P	Animalia
Pediobius eubius	COI-5P	Animalia
Pediobius epigonus	COI-5P	Animalia
Pediobius epeus	COI-5P	Animalia
Pediobius deplanatus	COI-5P	Animalia
Pediobius crassicornis	COI-5P	Animalia
Pediobius clita	COI-5P	Animalia
Pediobius cassidae	COI-5P	Animalia
Pediobius brachycerus	COI-5P	Animalia
Pediobius alcaeus	COI-5P	Animalia
Pediobius alaspharus	COI-5P	Animalia
Parasecodella obscura	COI-5P	Animalia
Oomyzus scaposus	COI-5P	Animalia
Oomyzus propodealis	COI-5P	Animalia
Oomyzus incertus	COI-5P	Animalia
Omphale versicolor	COI-5P	Animalia
Omphale theana	COI-5P	Animalia
Omphale telephe	COI-5P	Animalia
Omphale salicis	COI-5P	Animalia
Omphale rubigus	COI-5P	Animalia
Omphale radialis	COI-5P	Animalia
Omphale phruron	COI-5P	Animalia
Omphale phaola	COI-5P	Animalia
Omphale lugubris	COI-5P	Animalia
Omphale lugens	COI-5P	Animalia
Omphale grahami	COI-5P	Animalia
Omphale erginnus	COI-5P	Animalia
Omphale epaphus	COI-5P	Animalia
Omphale connectens	COI-5P	Animalia
Omphale coilus	COI-5P	Animalia
Omphale clypealis	COI-5P	Animalia
Omphale clymene	COI-5P	Animalia
Omphale chryseis	COI-5P	Animalia
Omphale breviventris	COI-5P	Animalia
Omphale brevis	COI-5P	Animalia
Omphale aetia	COI-5P	Animalia
Omphale aethiops	COI-5P	Animalia
Omphale admirabilis	COI-5P	Animalia
Omphale acamas	COI-5P	Animalia
Neochrysocharis nunbergi	COI-5P	Animalia
Neochrysocharis iris	COI-5P	Animalia
Neochrysocharis formosa	COI-5P	Animalia
Neochrysocharis dimas	COI-5P	Animalia
Neochrysocharis cuprifrons	COI-5P	Animalia
Neochrysocharis clinias	COI-5P	Animalia
Neochrysocharis chlorogaster	COI-5P	Animalia
Neochrysocharis arata	COI-5P	Animalia
Necremnus tidius	COI-5P	Animalia
Necremnus metallarus	COI-5P	Animalia
Necremnus leucarthros	COI-5P	Animalia
Necremnus folia	COI-5P	Animalia
Necremnus artynes	COI-5P	Animalia
Miotropis unipuncta	COI-5P	Animalia
Minotetrastichus platanellus	COI-5P	Animalia
Minotetrastichus frontalis	COI-5P	Animalia
Mestocharis maculata	COI-5P	Animalia
Mestocharis bimacularis	COI-5P	Animalia
Melittobia acasta	COI-5P	Animalia
Ionympha ochus	COI-5P	Animalia
Hyssopus pallidus	COI-5P	Animalia
Hyssopus olivaceus	COI-5P	Animalia
Hyssopus nigritulus	COI-5P	Animalia
Hyssopus geniculatus	COI-5P	Animalia
Holcotetrastichus rhosaces	COI-5P	Animalia
Holcopelte sulciscuta	COI-5P	Animalia
Holcopelte obscura	COI-5P	Animalia
Hemiptarsenus waterhousii	COI-5P	Animalia
Hemiptarsenus unguicellus	COI-5P	Animalia
Hemiptarsenus ornatus	COI-5P	Animalia
Hemiptarsenus fulvicollis	COI-5P	Animalia
Grahamia clinius	COI-5P	Animalia
Euplectrus bicolor	COI-5P	Animalia
Eulophus thespius	COI-5P	Animalia
Eulophus smerinthicida	COI-5P	Animalia
Eulophus pennicornis	COI-5P	Animalia
Eulophus larvarum	COI-5P	Animalia
Eulophus abdominalis	COI-5P	Animalia
Euderus viridis	COI-5P	Animalia
Euderus albitarsis	COI-5P	Animalia
Euderus agrili	COI-5P	Animalia
Entedon zanara	COI-5P	Animalia
Entedon tibialis	COI-5P	Animalia
Entedon sylvestris	COI-5P	Animalia
Entedon squamosus	COI-5P	Animalia
Entedon punctiscapus	COI-5P	Animalia
Entedon pseudonigritarsis	COI-5P	Animalia
Entedon procioni	COI-5P	Animalia
Entedon philiscus	COI-5P	Animalia
Entedon pharnus	COI-5P	Animalia
Entedon parvicalcar	COI-5P	Animalia
Entedon pallicrus	COI-5P	Animalia
Entedon methion	COI-5P	Animalia
Entedon mecini	COI-5P	Animalia
Entedon lixi	COI-5P	Animalia
Entedon insignis	COI-5P	Animalia
Entedon incultus	COI-5P	Animalia
Entedon heyeri	COI-5P	Animalia
Entedon hercyna	COI-5P	Animalia
Entedon fuscitarsis	COI-5P	Animalia
Entedon ergias	COI-5P	Animalia
Entedon diotimus	COI-5P	Animalia
Entedon costalis	COI-5P	Animalia
Entedon cionobius	COI-5P	Animalia
Entedon abdera	COI-5P	Animalia
Elasmus flabellatus	COI-5P	Animalia
Elachertus lateralis	COI-5P	Animalia
Elachertus isadas	COI-5P	Animalia
Elachertus inunctus	COI-5P	Animalia
Elachertus fenestratus	COI-5P	Animalia
Diglyphus poppoea	COI-5P	Animalia
Diglyphus pachyneurus	COI-5P	Animalia
Diglyphus minoeus	COI-5P	Animalia
Diglyphus isaea	COI-5P	Animalia
Diglyphus chabrias	COI-5P	Animalia
Dicladocerus westwoodii	COI-5P	Animalia
Dichatomus acerinus	COI-5P	Animalia
Derostenus punctiscuta	COI-5P	Animalia
Derostenus gemmeus	COI-5P	Animalia
Dahlbominus fuscipennis	COI-5P	Animalia
Crataepus marbis	COI-5P	Animalia
Colpoclypeus florus	COI-5P	Animalia
Closterocerus trifasciatus	COI-5P	Animalia
Closterocerus ruforum	COI-5P	Animalia
Cirrospilus vittatus	COI-5P	Animalia
Cirrospilus viticola	COI-5P	Animalia
Cirrospilus singa	COI-5P	Animalia
Cirrospilus salatis	COI-5P	Animalia
Cirrospilus pictus	COI-5P	Animalia
Cirrospilus lyncus	COI-5P	Animalia
Cirrospilus elegantissimus	COI-5P	Animalia
Cirrospilus diallus	COI-5P	Animalia
Chrysocharis viridis	COI-5P	Animalia
Chrysocharis submutica	COI-5P	Animalia
Chrysocharis purpurea	COI-5P	Animalia
Chrysocharis pubicornis	COI-5P	Animalia
Chrysocharis pubens	COI-5P	Animalia
Chrysocharis prodice	COI-5P	Animalia
Chrysocharis polyzo	COI-5P	Animalia
Chrysocharis pilicoxa	COI-5P	Animalia
Chrysocharis phryne	COI-5P	Animalia
Chrysocharis penthea	COI-5P	Animalia
Chrysocharis pallipes	COI-5P	Animalia
Chrysocharis oscinidis	COI-5P	Animalia
Chrysocharis orbicularis	COI-5P	Animalia
Chrysocharis nitidifrons	COI-5P	Animalia
Chrysocharis nitetis	COI-5P	Animalia
Chrysocharis nepherea	COI-5P	Animalia
Chrysocharis nautia	COI-5P	Animalia
Chrysocharis mediana	COI-5P	Animalia
Chrysocharis liriomyzae	COI-5P	Animalia
Chrysocharis laricinellae	COI-5P	Animalia
Chrysocharis laomedon	COI-5P	Animalia
Chrysocharis idyia	COI-5P	Animalia
Chrysocharis gemma	COI-5P	Animalia
Chrysocharis entedonoides	COI-5P	Animalia
Chrysocharis crassiscapus	COI-5P	Animalia
Chrysocharis collaris	COI-5P	Animalia
Chrysocharis avia	COI-5P	Animalia
Chrysocharis assis	COI-5P	Animalia
Chrysocharis argyropezae	COI-5P	Animalia
Chrysocharis amyite	COI-5P	Animalia
Chrysocharis amasis	COI-5P	Animalia
Chrysocharis amanus	COI-5P	Animalia
Chrysocharis acutigaster	COI-5P	Animalia
Chrysocharis acoris	COI-5P	Animalia
Chaenotetrastichus grangeri	COI-5P	Animalia
Ceranisus menes	COI-5P	Animalia
Baryscapus turionum	COI-5P	Animalia
Baryscapus spenceri	COI-5P	Animalia
Baryscapus spartidifoliella	COI-5P	Animalia
Baryscapus pospelovi	COI-5P	Animalia
Baryscapus impeditus	COI-5P	Animalia
Baryscapus gradwelli	COI-5P	Animalia
Baryscapus galactopus	COI-5P	Animalia
Baryscapus fossarum	COI-5P	Animalia
Baryscapus evonymellae	COI-5P	Animalia
Baryscapus euphorbiae	COI-5P	Animalia
Baryscapus endemus	COI-5P	Animalia
Baryscapus diaphantus	COI-5P	Animalia
Baryscapus daira	COI-5P	Animalia
Baryscapus conwentziae	COI-5P	Animalia
Baryscapus agrilorum	COI-5P	Animalia
Aulogymnus trilineatus	COI-5P	Animalia
Aulogymnus skianeuros	COI-5P	Animalia
Aulogymnus gallarum	COI-5P	Animalia
Aulogymnus euedoreschus	COI-5P	Animalia
Aulogymnus arsames	COI-5P	Animalia
Aulogymnus aceris	COI-5P	Animalia
Astichus solutus	COI-5P	Animalia
Astichus arithmeticus	COI-5P	Animalia
Asecodes turcicus	COI-5P	Animalia
Asecodes lucens	COI-5P	Animalia
Asecodes lagus	COI-5P	Animalia
Asecodes congruens	COI-5P	Animalia
Aprostocetus zosimus	COI-5P	Animalia
Aprostocetus veronicae	COI-5P	Animalia
Aprostocetus venustus	COI-5P	Animalia
Aprostocetus tymber	COI-5P	Animalia
Aprostocetus trjapitzini	COI-5P	Animalia
Aprostocetus torquentis	COI-5P	Animalia
Aprostocetus terebrans	COI-5P	Animalia
Aprostocetus tenuiradialis	COI-5P	Animalia
Aprostocetus tanaceticola	COI-5P	Animalia
Aprostocetus suevius	COI-5P	Animalia
Aprostocetus subanellatus	COI-5P	Animalia
Aprostocetus strobilanae	COI-5P	Animalia
Aprostocetus serratularum	COI-5P	Animalia
Aprostocetus salictorum	COI-5P	Animalia
Aprostocetus rumicis	COI-5P	Animalia
Aprostocetus rufus	COI-5P	Animalia
Aprostocetus rubicola	COI-5P	Animalia
Aprostocetus rubi	COI-5P	Animalia
Aprostocetus rhipheus	COI-5P	Animalia
Aprostocetus rhacius	COI-5P	Animalia
Aprostocetus pygmaeus	COI-5P	Animalia
Aprostocetus ptarmicae	COI-5P	Animalia
Aprostocetus polygoni	COI-5P	Animalia
Aprostocetus planiusculus	COI-5P	Animalia
Aprostocetus phragmiticola	COI-5P	Animalia
Aprostocetus pausiris	COI-5P	Animalia
Aprostocetus pallipes	COI-5P	Animalia
Aprostocetus orythia	COI-5P	Animalia
Aprostocetus minimus	COI-5P	Animalia
Aprostocetus metra	COI-5P	Animalia
Aprostocetus meroe	COI-5P	Animalia
Aprostocetus mandanis	COI-5P	Animalia
Aprostocetus lysippe	COI-5P	Animalia
Aprostocetus lycidas	COI-5P	Animalia
Aprostocetus luteus	COI-5P	Animalia
Aprostocetus longiscapus	COI-5P	Animalia
Aprostocetus longicauda	COI-5P	Animalia
Aprostocetus leucone	COI-5P	Animalia
Aprostocetus gratus	COI-5P	Animalia
Aprostocetus fulvipes	COI-5P	Animalia
Aprostocetus eurytus	COI-5P	Animalia
Aprostocetus eurytomae	COI-5P	Animalia
Aprostocetus escherichi	COI-5P	Animalia
Aprostocetus eriophyes	COI-5P	Animalia
Aprostocetus epilobii	COI-5P	Animalia
Aprostocetus epilobiellus	COI-5P	Animalia
Aprostocetus epicharmus	COI-5P	Animalia
Aprostocetus emesa	COI-5P	Animalia
Aprostocetus elongatus	COI-5P	Animalia
Aprostocetus diversus	COI-5P	Animalia
Aprostocetus crino	COI-5P	Animalia
Aprostocetus craneiobiae	COI-5P	Animalia
Aprostocetus constrictus	COI-5P	Animalia
Aprostocetus collega	COI-5P	Animalia
Aprostocetus clavicornis	COI-5P	Animalia
Aprostocetus citrinus	COI-5P	Animalia
Aprostocetus celtidis	COI-5P	Animalia
Aprostocetus caudatus	COI-5P	Animalia
Aprostocetus capitigenae	COI-5P	Animalia
Aprostocetus calamarius	COI-5P	Animalia
Aprostocetus bruzzonis	COI-5P	Animalia
Aprostocetus aurantiacus	COI-5P	Animalia
Aprostocetus artemisiae	COI-5P	Animalia
Aprostocetus arrabonicus	COI-5P	Animalia
Aprostocetus aquilus	COI-5P	Animalia
Aprostocetus anodaphus	COI-5P	Animalia
Aprostocetus amenon	COI-5P	Animalia
Aprostocetus agrus	COI-5P	Animalia
Aprostocetus aethiops	COI-5P	Animalia
Anaprostocetus acuminatus	COI-5P	Animalia
Achrysocharoides zwoelferi	COI-5P	Animalia
Achrysocharoides suprafolius	COI-5P	Animalia
Achrysocharoides splendens	COI-5P	Animalia
Achrysocharoides niveipes	COI-5P	Animalia
Achrysocharoides latreillii	COI-5P	Animalia
Achrysocharoides cilla	COI-5P	Animalia
Achrysocharoides carpinii	COI-5P	Animalia
Achrysocharoides butus	COI-5P	Animalia
Achrysocharoides bukkensis	COI-5P	Animalia
Achrysocharoides atys	COI-5P	Animalia
Achrysocharoides acerianus	COI-5P	Animalia
Aceratoneuromyia granularis	COI-5P	Animalia
Zaomma lambinus	COI-5P	Animalia
Tyndarichus scaurus	COI-5P	Animalia
Trichomasthus cyanifrons	COI-5P	Animalia
Syrphophagus quercicola	COI-5P	Animalia
Syrphophagus mamitus	COI-5P	Animalia
Syrphophagus aphidivorus	COI-5P	Animalia
Syrphophagus aeruginosus	COI-5P	Animalia
Psyllaephagus lusitanicus	COI-5P	Animalia
Pseudencyrtus salicisstrobili	COI-5P	Animalia
Pseudencyrtus misellus	COI-5P	Animalia
Prionomitus mitratus	COI-5P	Animalia
Parablastothrix montana	COI-5P	Animalia
Mira mucora	COI-5P	Animalia
Metaphycus melanostomatus	COI-5P	Animalia
Metaphycus flavovarius	COI-5P	Animalia
Mayridia myrlea	COI-5P	Animalia
Leptomastix epona	COI-5P	Animalia
Lamennaisia ambigua	COI-5P	Animalia
Isodromus vinulus	COI-5P	Animalia
Hoplopsis minuta	COI-5P	Animalia
Homalotylus eytelweinii	COI-5P	Animalia
Homalotyloidea nowickyi	COI-5P	Animalia
Homalotyloidea erginus	COI-5P	Animalia
Habrolepis dalmanni	COI-5P	Animalia
Eusemion cornigerum	COI-5P	Animalia
Ericydnus ventralis	COI-5P	Animalia
Ericydnus strigosus	COI-5P	Animalia
Ericydnus baleus	COI-5P	Animalia
Epitetracnemus intersectus	COI-5P	Animalia
Encyrtus infidus	COI-5P	Animalia
Encyrtus aurantii	COI-5P	Animalia
Encyrtus albitarsis	COI-5P	Animalia
Echtroplexiella dunensis	COI-5P	Animalia
Discodes aeneus	COI-5P	Animalia
Dinocarsis hemiptera	COI-5P	Animalia
Dicelloceras vibrans	COI-5P	Animalia
Copidosoma truncatellum	COI-5P	Animalia
Copidosoma subalbicorne	COI-5P	Animalia
Copidosoma serricorne	COI-5P	Animalia
Copidosoma peticus	COI-5P	Animalia
Copidosoma flagellare	COI-5P	Animalia
Copidosoma chalconotum	COI-5P	Animalia
Copidosoma boucheanum	COI-5P	Animalia
Copidosoma albipes	COI-5P	Animalia
Choreia inepta	COI-5P	Animalia
Cheiloneurus paralia	COI-5P	Animalia
Cheiloneurus elegans	COI-5P	Animalia
Cheiloneurus claviger	COI-5P	Animalia
Cheiloneurus boldyrevi	COI-5P	Animalia
Cercobelus jugaeus	COI-5P	Animalia
Cerchysius subplanus	COI-5P	Animalia
Cerchysiella planiscutellum	COI-5P	Animalia
Cerapterocerus mirabilis	COI-5P	Animalia
Bothriothorax serratellus	COI-5P	Animalia
Bothriothorax paradoxus	COI-5P	Animalia
Bothriothorax clavicornis	COI-5P	Animalia
Bothriothorax aralius	COI-5P	Animalia
Blastothrix brittanica	COI-5P	Animalia
Baeocharis pascuorum	COI-5P	Animalia
Aphycus apicalis	COI-5P	Animalia
Anagyrus securicornis	COI-5P	Animalia
Anagyrus schoenherri	COI-5P	Animalia
Anagyrus pseudococci	COI-5P	Animalia
Anagyrus bouceki	COI-5P	Animalia
Anagyrus bohemanni	COI-5P	Animalia
Aglyptus rufus	COI-5P	Animalia
Ageniaspis testaceipes	COI-5P	Animalia
Ageniaspis fuscicollis	COI-5P	Animalia
