sampleid	species	real_species	ident_rank	voucher_type	seqlength	ambiguities	museum_id	institut	identifier	country	BIN
NMP48115	Eptesicus bottae	Eptesicus bottae	species	None	657	0	NMP48115	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAF2898
NMP48118	Hypsugo savii	Hypsugo savii	species	None	657	0	NMP48118	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAC2817
NMP48119	Myotis aurascens	Myotis davidii	species	None	657	0	NMP48119	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAC1627
NMP48120	Myotis aurascens	Myotis davidii	species	None	657	0	NMP48120	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAC1627
NMP48123	Plecotus macrobullaris	Plecotus macrobullaris	species	None	654	0	NMP48123	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAE4471
NMP48131	Myotis blythii	Myotis blythii	subspecies	None	651	2	NMP48131	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAC9256
NMP48132	Myotis blythii	Myotis blythii	subspecies	None	657	0	NMP48132	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAC9256
NMP48148	Rhinolophus ferrumequinum	Rhinolophus ferrumequinum	species	None	657	0	NMP48148	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:ACE3450
NMP48149	Miniopterus schreibersii	Miniopterus schreibersii	subspecies	None	657	0	NMP48149	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAX4032
NMP48152	Myotis capaccinii	Myotis capaccinii	species	None	657	0	NMP48152	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAE0559
NMP48153	Eptesicus bottae	Eptesicus bottae	subspecies	None	638	0	NMP48153	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAF2895
NMP48156	Vespertilio murinus	Vespertilio murinus	species	None	657	0	NMP48156	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAB4801
NMP48158	Myotis capaccinii	Myotis capaccinii	species	None	657	0	NMP48158	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAE0559
NMP48192	Eptesicus bottae	Eptesicus bottae	subspecies	None	657	0	NMP48192	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAF2895
NMP48193	Eptesicus bottae	Eptesicus bottae	subspecies	None	657	0	NMP48193	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAF2895
NMP48271	Myotis blythii	Myotis blythii	subspecies	None	657	0	NMP48271	National Museum of Natural History, Prague	Petr Benda	Israel	BOLD:AAC9256
NMP48316	Pipistrellus deserti	Pipistrellus kuhlii	species	None	656	0	NMP48316	National Museum of Natural History, Prague	Petr Benda	Libya	BOLD:AAA7925
NMP48319	Pipistrellus deserti	Pipistrellus kuhlii	species	None	632	0	NMP48319	National Museum of Natural History, Prague	Petr Benda	Libya	BOLD:AAA7925
NMP48322	Pipistrellus kuhlii	Pipistrellus kuhlii	species	None	421	0	NMP48322	National Museum of Natural History, Prague	Petr Benda	Libya	BOLD:AAA7925
NMP48326	Pipistrellus kuhlii	Pipistrellus kuhlii	species	None	657	0	NMP48326	National Museum of Natural History, Prague	Petr Benda	Libya	BOLD:AAA7925
NMP48330	Plecotus teneriffae	Plecotus teneriffae	subspecies	None	657	0	NMP48330	National Museum of Natural History, Prague	Petr Benda	Libya	BOLD:AAF4314
NMP48331	Plecotus teneriffae	Plecotus teneriffae	subspecies	None	657	0	NMP48331	National Museum of Natural History, Prague	Petr Benda	Libya	BOLD:AAF4314
NMP48403	Pipistrellus kuhlii	Pipistrellus kuhlii	species	None	657	0	NMP48403	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAA7924
NMP48449	Tadarida teniotis	Tadarida teniotis	species	None	657	0	NMP48449	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAB2570
NMP48458	Tadarida teniotis	Tadarida teniotis	species	None	657	0	NMP48458	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAB2570
NMP48710	Rhinolophus hipposideros	Rhinolophus hipposideros	species	None	657	0	NMP48710	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAD0389
NMP48716	Pipistrellus pygmaeus	Pipistrellus pygmaeus	species	None	604	0	NMP48716	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAB4312
NMP48724	Nyctalus leisleri	Nyctalus leisleri	species	None	513	2	NMP48724	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAC4752
NMP48725	Plecotus kolombatovici	Plecotus kolombatovici	species	None	657	0	NMP48725	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAF4723
NMP48726	Plecotus kolombatovici	Plecotus kolombatovici	species	None	657	0	NMP48726	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAF4723
NMP48730	Hypsugo savii	Hypsugo savii	species	None	657	0	NMP48730	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAC2817
NMP48733	Pipistrellus kuhlii	Pipistrellus kuhlii	species	None	421	0	NMP48733	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAA7925
NMP48915	Myotis myotis	Myotis myotis	subspecies	None	657	0	NMP48915	National Museum of Natural History, Prague	Petr Benda	Syria	BOLD:AAC9256
NMP49270	Myotis brandtii	Myotis brandtii	species	None	657	0	NMP49270	National Museum of Natural History, Prague	Petr Benda	Russia	BOLD:AAA6695
NMP49271	Myotis brandtii	Myotis brandtii	species	None	648	0	NMP49271	National Museum of Natural History, Prague	Petr Benda	Russia	BOLD:AAA6695
NMP49497	Myotis mystacinus	Myotis mystacinus	species	None	656	0	NMP49497	National Museum of Natural History, Prague	Petr Benda	Czech Republic	BOLD:AAB4668
NMP49912	Tadarida teniotis	Tadarida teniotis	species	None	657	0	NMP49912	National Museum of Natural History, Prague	Petr Benda	Libya	BOLD:AAB2570
NMP50446	Myotis alcathoe	Myotis alcathoe	species	None	657	0	NMP50446	National Museum of Natural History, Prague	Petr Benda	Slovakia	BOLD:AAF5058
NMP50447	Myotis alcathoe	Myotis alcathoe	species	None	606	1	NMP50447	National Museum of Natural History, Prague	Petr Benda	Slovakia	BOLD:AAF5058
NMP90026	Nyctalus leisleri	Nyctalus leisleri	species	None	657	0	NMP90026	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAC4752
pb2758	Nyctalus leisleri	Nyctalus leisleri	species	None	654	0	pb2758	National Museum of Natural History, Prague	Petr Benda	Czech Republic	BOLD:AAC4752
NMP48861	Miniopterus schreibersii	Miniopterus schreibersii	species	None	657	0	48861	National Museum of Natural History, Prague	Petr Benda	Syria	BOLD:AAC3658
NMP49045	Plecotus austriacus	Plecotus austriacus	species	None	643	0	49045	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAD0926
NMP50440	Plecotus austriacus	Plecotus austriacus	species	None	647	0	50440	National Museum of Natural History, Prague	Petr Benda	Bulgaria	BOLD:AAD0926
NMP49018	Myotis bechsteinii	Myotis bechsteinii	species	None	657	0	49018	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAD0964
NMP49046	Rhinolophus euryale	Rhinolophus euryale	species	None	657	0	49046	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAF7222
NMP49944	Myotis punicus	Myotis punicus	species	None	657	0	49944	National Museum of Natural History, Prague	Petr Benda	Libya	BOLD:AAE0989
NMP50441	Plecotus auritus	Plecotus auritus	species	None	641	0	50441	National Museum of Natural History, Prague	Petr Benda	Bulgaria	BOLD:ABX6369
NMP48729	Rhinolophus ferrumequinum	Rhinolophus ferrumequinum	species	None	421	0	48729	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAD7131
NMP47975	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	657	0	47975	National Museum of Natural History, Prague	Petr Benda	Jordan	BOLD:AAA2863
NMP48776	Nyctalus noctula	Nyctalus noctula	species	None	421	0	48776	National Museum of Natural History, Prague	Petr Benda	Syria	BOLD:AAC7411
NMP49048	Myotis capaccinii	Myotis capaccinii	species	None	421	0	49048	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAE0558
NMP50442	Myotis myotis	Myotis myotis	species	None	651	0	50442	National Museum of Natural History, Prague	Petr Benda	Bulgaria	BOLD:AAC9255
pb2441	Plecotus austriacus	Plecotus austriacus	species	None	657	0	None	National Museum of Natural History, Prague	Petr Benda	Slovakia	BOLD:AAD0926
NMP48877	Nyctalus noctula	Nyctalus noctula	species	None	421	0	48877	National Museum of Natural History, Prague	Petr Benda	Syria	BOLD:AAC7411
NMP49028	Rhinolophus hipposideros	Rhinolophus hipposideros	species	None	421	0	49028	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAD0389
NMP49855	Eptesicus serotinus	Eptesicus serotinus	subspecies	None	645	0	49855	National Museum of Natural History, Prague	Petr Benda	Libya	BOLD:AAX8557
MR-M1431	Nyctalus lasiopterus	Nyctalus lasiopterus	species	None	638	0	None	Research Collection of Manuel Ruedi	Manuel Ruedi	Switzerland	BOLD:AAF3011
NMP50443	Myotis capaccinii	Myotis capaccinii	species	None	640	0	50443	National Museum of Natural History, Prague	Petr Benda	Bulgaria	BOLD:AAE0558
pb2442	Myotis bechsteinii	Myotis bechsteinii	species	None	657	0	None	National Museum of Natural History, Prague	Petr Benda	Slovakia	BOLD:AAD0964
NMP90012	Eptesicus serotinus	Eptesicus serotinus	species	None	421	0	90012	National Museum of Natural History, Prague	Petr Benda	Turkey	BOLD:AAC2865
NMP48898	Eptesicus bottae	Eptesicus bottae	subspecies	None	421	0	48898	National Museum of Natural History, Prague	Petr Benda	Syria	BOLD:AAF2895
NMP49030	Pipistrellus pygmaeus	Pipistrellus pygmaeus	species	None	640	0	49030	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAB4312
pb2417	Myotis bechsteinii	Myotis bechsteinii	species	None	646	0	None	National Museum of Natural History, Prague	Petr Benda	Slovakia	BOLD:AAD0964
pb2617	Myotis brandtii	Myotis brandtii	species	None	420	0	None	National Museum of Natural History, Prague	Petr Benda	Czech Republic	BOLD:AAA6695
NMP49496	Myotis mystacinus	Myotis mystacinus	species	None	649	0	49496	National Museum of Natural History, Prague	Petr Benda	Czech Republic	BOLD:AAB4668
NMP48901	Eptesicus bottae	Eptesicus bottae	subspecies	None	421	0	48901	National Museum of Natural History, Prague	Petr Benda	Syria	BOLD:AAF2895
NMP49885	Nyctalus lasiopterus	Nyctalus lasiopterus	species	None	421	0	49885	National Museum of Natural History, Prague	Petr Benda	Libya	BOLD:AAF3011
pb2430	Myotis brandtii	Myotis brandtii	species	None	657	0	None	National Museum of Natural History, Prague	Petr Benda	Slovakia	BOLD:AAA6695
NMP90024	Pipistrellus kuhlii	Pipistrellus kuhlii	species	None	655	0	90024	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAA7925
NMP48099	Rhinolophus blasii	Rhinolophus blasii	species	None	421	0	48099	National Museum of Natural History, Prague	Petr Benda	Iran	None
NMP48265	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	657	0	48265	National Museum of Natural History, Prague	Petr Benda	Israel	BOLD:AAA2863
NMP48806	Myotis capaccinii	Myotis capaccinii	species	None	657	0	48806	National Museum of Natural History, Prague	Petr Benda	Syria	BOLD:AAE0559
NMP48940	Myotis emarginatus	Myotis emarginatus	species	None	421	0	48940	National Museum of Natural History, Prague	Petr Benda	Syria	BOLD:AAD0937
NMP49032	Nyctalus noctula	Nyctalus noctula	species	None	421	0	49032	National Museum of Natural History, Prague	Petr Benda	Greece	BOLD:AAC7411
NMP49886	Nyctalus lasiopterus	Nyctalus lasiopterus	species	None	421	0	49886	National Museum of Natural History, Prague	Petr Benda	Libya	BOLD:AAF3011
NMP90227	Myotis brandtii	Myotis brandtii	species	None	657	0	90227	National Museum of Natural History, Prague	Petr Benda	Bosnia and Herzegovina	BOLD:AAA6695
pb2437	Plecotus austriacus	Plecotus austriacus	species	None	657	0	None	National Museum of Natural History, Prague	Petr Benda	Slovakia	BOLD:AAD0926
MHNG1807.049	Myotis nattereri	Myotis nattereri	species	None	657	0	1807049	Museum d'Histoire Naturelle, Geneve	Manuel Ruedi	Greece	BOLD:AAD0947
NMP48436	Eptesicus serotinus	Eptesicus serotinus	subspecies	None	420	0	48436	National Museum of Natural History, Prague	Petr Benda	Iran	None
pb1997	Vespertilio murinus	Vespertilio murinus	species	None	644	0	None	National Museum of Natural History, Prague	Petr Benda	Slovakia	BOLD:AAB4801
NMP90228	Myotis alcathoe	Myotis alcathoe	species	None	421	0	90228	National Museum of Natural History, Prague	Petr Benda	Montenegro	BOLD:AAF5058
pb2440	Plecotus auritus	Plecotus auritus	species	None	420	0	None	National Museum of Natural History, Prague	Petr Benda	Slovakia	BOLD:ABX6369
NMP90031	Myotis mystacinus	Myotis mystacinus	species	None	657	0	90031	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAB4668
NMP90035	Rhinolophus ferrumequinum	Rhinolophus ferrumequinum	species	None	414	1	90035	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAD7131
NMP90779	Eptesicus serotinus	Eptesicus serotinus	subspecies	None	420	0	90779	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAC2867
NMP90068	Eptesicus serotinus	Eptesicus serotinus	subspecies	None	421	0	90068	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAX8557
NMP90103	Miniopterus schreibersii	Miniopterus schreibersii	species	None	657	0	90103	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAC3658
NMP90424	Rhinolophus hipposideros	Rhinolophus hipposideros	species	None	657	0	90424	National Museum of Natural History, Prague	Petr Benda	Cyprus	BOLD:AAD0387
NMP90530	Tadarida teniotis	Tadarida teniotis	species	None	421	0	90530	National Museum of Natural History, Prague	Petr Benda	Egypt	BOLD:AAB2570
NMP90780	Eptesicus serotinus	Eptesicus serotinus	subspecies	None	420	0	90780	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAC2867
NMP90047	Miniopterus schreibersii	Miniopterus schreibersii	species	None	640	0	90047	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAC3658
NMP90070	Hypsugo savii	Hypsugo savii	species	None	632	0	90070	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAC2815
NMP90398	Plecotus kolombatovici	Plecotus kolombatovici	species	None	657	0	90398	National Museum of Natural History, Prague	Petr Benda	Cyprus	BOLD:AAF4724
NMP90425	Rhinolophus ferrumequinum	Rhinolophus ferrumequinum	species	None	657	0	90425	National Museum of Natural History, Prague	Petr Benda	Cyprus	BOLD:ACE3450
pb2907	Rhinolophus blasii	Rhinolophus blasii	species	None	421	0	None	National Museum of Natural History, Prague	Petr Benda	Yemen	BOLD:AAI0443
NMP90807	Eptesicus serotinus	Eptesicus serotinus	subspecies	None	420	0	90807	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAC2867
NMP90856	Myotis emarginatus	Myotis emarginatus	species	None	421	0	90856	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AFA0367
NMP90056	Eptesicus serotinus	Eptesicus serotinus	subspecies	None	421	0	90056	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAX8557
NMP90071	Pipistrellus kuhlii	Pipistrellus kuhlii	species	None	636	0	90071	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAA7925
NMP90400	Myotis emarginatus	Myotis emarginatus	species	None	657	0	90400	National Museum of Natural History, Prague	Petr Benda	Cyprus	BOLD:AAD0937
NMP90426	Myotis blythii	Myotis blythii	subspecies	None	657	0	90426	National Museum of Natural History, Prague	Petr Benda	Cyprus	BOLD:AAC9256
NMP90808	Eptesicus serotinus	Eptesicus serotinus	subspecies	None	420	0	90808	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAC2867
NMP90076	Pipistrellus pipistrellus	Pipistrellus pipistrellus	species	None	421	0	90076	National Museum of Natural History, Prague	Petr Benda	Morocco	None
NMP90402	Miniopterus schreibersii	Miniopterus schreibersii	species	None	657	0	90402	National Museum of Natural History, Prague	Petr Benda	Cyprus	BOLD:AAC3658
NMP90433	Rhinolophus blasii	Rhinolophus blasii	species	None	421	0	90433	National Museum of Natural History, Prague	Petr Benda	Cyprus	BOLD:AAI0443
NMP90834	Myotis bechsteinii	Myotis bechsteinii	species	None	657	0	90834	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAD0966
NMP90863	Vespertilio murinus	Vespertilio murinus	species	None	657	0	90863	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAB4801
NMP90058	Pipistrellus deserti	Pipistrellus kuhlii	species	None	638	0	90058	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAA7925
NMP90078	Tadarida teniotis	Tadarida teniotis	species	None	640	0	90078	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAB2570
NMP90407	Hypsugo savii	Hypsugo savii	species	None	657	0	90407	National Museum of Natural History, Prague	Petr Benda	Cyprus	BOLD:AAC2817
NMP90435	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	643	0	90435	National Museum of Natural History, Prague	Petr Benda	Cyprus	BOLD:AAA2863
NMP90836	Myotis bechsteinii	Myotis bechsteinii	species	None	644	0	90836	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAD0966
NMP90867	Nyctalus leisleri	Nyctalus leisleri	species	None	652	0	90867	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAC4752
NMP90059	Pipistrellus deserti	Pipistrellus kuhlii	species	None	636	0	90059	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAA7925
NMP90079	Eptesicus serotinus	Eptesicus serotinus	subspecies	None	421	0	90079	National Museum of Natural History, Prague	Petr Benda	Morocco	BOLD:AAX8557
NMP90409	Eptesicus serotinus	Eptesicus serotinus	species	None	421	0	90409	National Museum of Natural History, Prague	Petr Benda	Cyprus	BOLD:AAC2866
NMP90631	Rhinolophus euryale	Rhinolophus euryale	species	None	650	0	90631	National Museum of Natural History, Prague	Petr Benda	Slovakia	BOLD:AAF7222
NMP90502	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	657	0	90502	National Museum of Natural History, Prague	Petr Benda	Egypt	BOLD:AAA2863
NMP90766	Vespertilio murinus	Vespertilio murinus	species	None	657	0	90766	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAB4801
NMP90918	Nyctalus lasiopterus	Nyctalus lasiopterus	species	None	652	0	90918	National Museum of Natural History, Prague	Petr Benda	Cyprus	BOLD:AAF3011
NMP90411	Nyctalus leisleri	Nyctalus leisleri	species	None	657	0	90411	National Museum of Natural History, Prague	Petr Benda	Cyprus	BOLD:AAC4752
NMP90628	Nyctalus lasiopterus	Nyctalus lasiopterus	species	None	421	0	90628	National Museum of Natural History, Prague	Petr Benda	Slovakia	BOLD:AAF3011
NMP90773	Plecotus macrobullaris	Plecotus macrobullaris	species	None	635	0	90773	National Museum of Natural History, Prague	Petr Benda	Iran	BOLD:AAE4471
EBD 26174	Myotis nattereri	Myotis nattereri	species	Vouchered:Registered Collection	737	0	EBD 26174	Donana Biological Station	None	Spain	BOLD:AEB3541
08ABCAD-0096	Limnephilus rhombicus	Limnephilus rhombicus	species	Vouchered:Registered Collection	658	0	08ABCAD-0096	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAB1514
08ABCAD-0099	Limnephilus rhombicus	Limnephilus rhombicus	species	Vouchered:Registered Collection	658	0	08ABCAD-0099	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAB1514
08ABCAD-0110	Grammotaulius interrogationis	Grammotaulius interrogationis	species	Vouchered:Registered Collection	658	0	08ABCAD-0110	Centre for Biodiversity Genomics	David Ruiter	Canada	BOLD:AAA2798
08ABCAD-0146	Limnephilus externus	Limnephilus externus	species	Vouchered:Registered Collection	658	0	08ABCAD-0146	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAA2803
08ABCAD-0149	Limnephilus externus	Limnephilus externus	species	Vouchered:Registered Collection	658	0	08ABCAD-0149	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAA2803
08ABCAD-0150	Limnephilus externus	Limnephilus externus	species	Vouchered:Registered Collection	658	0	08ABCAD-0150	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:ADI6279
08ABCAD-0151	Limnephilus externus	Limnephilus externus	species	Vouchered:Registered Collection	658	0	08ABCAD-0151	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAA2803
08ABCAD-0152	Limnephilus externus	Limnephilus externus	species	Vouchered:Registered Collection	658	0	08ABCAD-0152	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAA2803
08ABCAD-0154	Limnephilus externus	Limnephilus externus	species	Vouchered:Registered Collection	658	0	08ABCAD-0154	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:ADI6279
08ABCAD-0155	Limnephilus externus	Limnephilus externus	species	Vouchered:Registered Collection	658	0	08ABCAD-0155	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAA2803
08ABCAD-0157	Limnephilus externus	Limnephilus externus	species	Vouchered:Registered Collection	658	0	08ABCAD-0157	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAA2803
08ABCAD-0170	Triaenodes reuteri	Ylodes reuteri	species	Vouchered:Registered Collection	658	0	08ABCAD-0170	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAA7872
08ABCAD-0178	Triaenodes reuteri	Ylodes reuteri	species	Vouchered:Registered Collection	658	0	08ABCAD-0178	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAA7872
08ABCAD-0184	Limnephilus externus	Limnephilus externus	species	Vouchered:Registered Collection	648	0	08ABCAD-0184	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:ADI6279
08ABCAD-0185	Triaenodes reuteri	Ylodes reuteri	species	Vouchered:Registered Collection	658	0	08ABCAD-0185	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAA7872
08ABCAD-0269	Agrypnia pagetana	Agrypnia pagetana	species	Vouchered:Registered Collection	658	0	08ABCAD-0269	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAB4401
08ABCAD-0271	Agrypnia pagetana	Agrypnia pagetana	species	Vouchered:Registered Collection	658	0	08ABCAD-0271	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAB4401
08ABCAD-0272	Agrypnia pagetana	Agrypnia pagetana	species	Vouchered:Registered Collection	658	0	08ABCAD-0272	Centre for Biodiversity Genomics	Xin Zhou	Canada	BOLD:AAB4401
RuHF-TKK-01-1	Triturus karelinii	Triturus karelinii	species	None	631	0	S1-TKK-01	None	None	Russia	BOLD:AAB6118
RuHF-TKK-01-2	Triturus karelinii	Triturus karelinii	species	None	632	0	S2-TKK-01	None	None	Russia	BOLD:AAB6118
RuHF-TCA-01-1	Triturus carnifex	Triturus carnifex	species	None	624	0	S3-TCA-01	None	None	Italy	BOLD:AAC9264
RuHF-TCA-01-2	Triturus carnifex	Triturus carnifex	species	None	632	0	S4-TCA-01	None	None	Italy	BOLD:AAC9264
RuHF-TCA-01-3	Triturus carnifex	Triturus carnifex	species	None	632	0	S5-TCA-01	None	None	Italy	BOLD:AAC9264
RuHF-TCA-01-4	Triturus carnifex	Triturus carnifex	species	None	615	0	S6-TCA-01	None	None	Italy	BOLD:AAC9264
RuHF-TCA-01-5	Triturus carnifex	Triturus carnifex	species	None	632	0	S7-TCA-01	None	None	Italy	BOLD:AAC9264
RuHF-TKK-02-1	Triturus karelinii	Triturus karelinii	species	None	631	0	S8-TKK-02	None	None	Russia	BOLD:AAB6118
RuHF-TKK-02-2	Triturus karelinii	Triturus karelinii	species	None	623	0	S9-TKK-02	None	None	Russia	BOLD:AAB6118
RuHF-TCA-02-1	Triturus carnifex	Triturus carnifex	species	None	623	0	S10-TCA-02	None	None	Portugal	BOLD:AAC9264
RuHF-TCA-02-2	Triturus carnifex	Triturus carnifex	species	None	606	0	S11-TCA-02	None	None	Portugal	BOLD:AAC9264
RuHF-TCA-02-3	Triturus carnifex	Triturus carnifex	species	None	623	0	S12-TCA-02	None	None	Portugal	BOLD:AAC9264
RuHF-TCA-02-4	Triturus carnifex	Triturus carnifex	species	None	632	0	S13-TCA-02	None	None	Portugal	BOLD:AAC9264
RuHF-TDM-01-1	Triturus dobrogicus	Triturus dobrogicus	species	None	630	0	S14-TDM-01	None	None	Ukraine	BOLD:AAE0668
RuHF-TDM-01-2	Triturus dobrogicus	Triturus dobrogicus	species	None	630	0	S15-TDM-01	None	None	Ukraine	BOLD:AAE0668
RuHF-TDM-01-3	Triturus dobrogicus	Triturus dobrogicus	species	None	630	0	S16-TDM-01	None	None	Ukraine	BOLD:AAE0668
RuHF-TDM-01-4	Triturus dobrogicus	Triturus dobrogicus	species	None	630	0	S17-TDM-01	None	None	Ukraine	BOLD:AAE0668
RuHF-TKK-03-1	Triturus karelinii	Triturus karelinii	species	None	623	0	S18-TKK-03	None	None	Ukraine	BOLD:AAB6118
RuHF-TKK-03-2	Triturus karelinii	Triturus karelinii	species	None	632	0	S19-TKK-03	None	None	Ukraine	BOLD:AAB6118
RuHF-TKK-03-3	Triturus karelinii	Triturus karelinii	species	None	632	0	S20-TKK-03	None	None	Ukraine	BOLD:AAB6118
RuHF-TKK-03-4	Triturus karelinii	Triturus karelinii	species	None	623	0	S21-TKK-03	None	None	Ukraine	BOLD:AAB6118
RuHF-TC-01-1	Triturus cristatus	Triturus cristatus	species	None	631	0	S24-TC-01	None	None	Ukraine	BOLD:AAC3031
RuHF-TC-01-2	Triturus cristatus	Triturus cristatus	species	None	631	0	S25-TC-01	None	None	Ukraine	BOLD:AAC3031
RuHF-TC-01-3	Triturus cristatus	Triturus cristatus	species	None	631	0	S26-TC-01	None	None	Ukraine	BOLD:AAC3031
RuHF-TC-01-4	Triturus cristatus	Triturus cristatus	species	None	631	0	S27-TC-01	None	None	Ukraine	BOLD:AAC3031
RuHF-TC-01-5	Triturus cristatus	Triturus cristatus	species	None	631	0	S28-TC-01	None	None	Ukraine	BOLD:AAC3031
RuHF-TC-01-6	Triturus cristatus	Triturus cristatus	species	None	623	0	S29-TC-01	None	None	Ukraine	BOLD:AAC3031
RuHF-TAA-01-1	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	631	0	S30-TAA-01	None	None	Ukraine	BOLD:AAC5105
RuHF-TAA-01-2	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	630	0	S31-TAA-01	None	None	Ukraine	BOLD:AAC5105
RuHF-TAA-01-3	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	631	0	S32-TAA-01	None	None	Ukraine	BOLD:AAC5105
RuHF-TAA-01-4	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	623	0	S33-TAA-01	None	None	Ukraine	BOLD:AAC5105
RuHF-TP-01-1	Triturus pygmaeus	Triturus pygmaeus	species	None	133	1	S34-TP-01	None	None	Spain	None
RuHF-TMA-01-1	Triturus marmoratus	Triturus marmoratus	species	None	139	0	S35-TMA-01	None	None	Spain	None
RuHF-TMA-02-1	Triturus marmoratus	Triturus marmoratus	species	None	162	0	S36-TMA-02	None	None	Spain	None
RuHF-TP-02-1	Triturus marmoratus	Triturus marmoratus	species	None	164	0	S37-TP-02	None	Nikolay Poyarkov	Spain	None
RuHF-TP-02-2	Triturus marmoratus	Triturus marmoratus	species	None	162	0	S38-TP-02	None	Nikolay Poyarkov	Spain	None
RuHF-TP-02-3	Triturus marmoratus	Triturus marmoratus	species	None	166	0	S39-TP-02	None	Nikolay Poyarkov	Spain	None
