sampleid	species	real_species	ident_rank	voucher_type	seqlength	ambiguities	museum_id	institut	identifier	country	BIN
RuHF-TAA-02-1	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S40-TAA-02	None	None	Ukraine	BOLD:AAC2557
RuHF-TC-02-1	Triturus cristatus	Triturus cristatus	species	None	631	0	S41-TC-02	None	None	Ukraine	BOLD:AAC3031
RuHF-TC-02-2	Triturus cristatus	Triturus cristatus	species	None	631	0	S42-TC-02	None	None	Ukraine	BOLD:AAC3031
RuHF-TC-02-3	Triturus cristatus	Triturus cristatus	species	None	631	0	S43-TC-02	None	None	Ukraine	BOLD:AAC3031
RuHF-TAP-01-1	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S44-TAP-01	None	None	Montenegro	BOLD:AAC2557
RuHF-TAP-01-2	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	1	S45-TAP-01	None	None	Montenegro	BOLD:AAC2557
RuHF-TAP-01-3	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	616	0	S46-TAP-01	None	None	Montenegro	BOLD:AAC2557
RuHF-TAP-01-4	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S47-TAP-01	None	None	Montenegro	BOLD:AAC2557
RuHF-TAP-01-5	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S48-TAP-01	None	None	Montenegro	BOLD:AAC2557
RuHF-TAP-01-6	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S49-TAP-01	None	None	Montenegro	BOLD:AAC2557
RuHF-TAP-02-1	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	1	S50-TAP-02	None	None	Montenegro	BOLD:AAC2557
RuHF-TAP-02-2	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S51-TAP-02	None	None	Montenegro	BOLD:AAC2557
RuHF-TAP-02-3	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	1	S52-TAP-02	None	None	Montenegro	BOLD:AAC2557
RuHF-TAP-03-1	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S54-TAP-03	None	None	Montenegro	BOLD:AAC2557
RuHF-TAP-03-2	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	628	0	S55-TAP-03	None	None	Montenegro	BOLD:AAC2557
RuHF-TAP-03-3	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S56-TAP-03	None	None	Montenegro	BOLD:AAC2557
RuHF-TAP-03-4	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S57-TAP-03	None	None	Montenegro	BOLD:AAC2557
RuHF-TAA-03-1	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	619	0	S58-TAA-03	None	None	Montenegro	BOLD:AAC2557
RuHF-TAA-03-2	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S59-TAA-03	None	None	Montenegro	BOLD:AAC2557
RuHF-TAA-03-3	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	1	S60-TAA-03	None	None	Montenegro	BOLD:AAC2557
RuHF-TAA-03-4	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	1	S61-TAA-03	None	None	Montenegro	BOLD:AAC2557
RuHF-TMO-01-1	Lissotriton montandoni	Lissotriton montandoni	species	None	469	1	S63-TMO-01	None	None	Ukraine	BOLD:AAE8020
RuHF-TAC-01-1	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	631	0	S64-TAC-01	None	None	Spain	BOLD:AAC5105
RuHF-TAC-01-2	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	627	0	S65-TAC-01	None	None	Spain	BOLD:AAC5105
RuHF-TAC-01-3	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	630	0	S66-TAC-01	None	None	Spain	BOLD:AAC5105
RuHF-TAC-01-4	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	631	0	S67-TAC-01	None	None	Spain	BOLD:AAC5105
RuHF-TMO-02-1	Lissotriton montandoni	Lissotriton montandoni	species	None	555	1	S68-TMO-02	None	None	Ukraine	BOLD:AAE8020
RuHF-TMO-02-2	Lissotriton montandoni	Lissotriton montandoni	species	None	605	0	S69-TMO-02	None	None	Ukraine	BOLD:AAE8020
RuHF-TMO-02-3	Triturus montandoni	Lissotriton montandoni	species	None	365	0	S70-TMO-02	None	None	Ukraine	BOLD:AAE8020
RuHF-TMO-02-4	Lissotriton montandoni	Lissotriton montandoni	species	None	537	2	S71-TMO-02	None	None	Ukraine	BOLD:AAE8020
RuHF-TMO-02-5	Lissotriton montandoni	Lissotriton montandoni	species	None	517	4	S72-TMO-02	None	None	Ukraine	BOLD:AAE8020
RuHF-TAA-04-1	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	627	0	S73-TAA-04	None	None	Ukraine	BOLD:AAC5105
RuHF-TAA-04-2	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	627	0	S74-TAA-04	None	None	Ukraine	BOLD:AAC5105
RuHF-TKK-04-1	Triturus karelinii	Triturus karelinii	species	None	631	0	S75-TKK-04	None	None	Russia	BOLD:AAB6118
RuHF-TKK-04-2	Triturus karelinii	Triturus karelinii	species	None	631	0	S76-TKK-04	None	None	Russia	BOLD:AAB6118
RuHF-TKK-04-3	Triturus karelinii	Triturus karelinii	species	None	632	0	S77-TKK-04	None	None	Russia	BOLD:AAB6118
RuHF-TKK-04-4	Triturus karelinii	Triturus karelinii	species	None	632	1	S78-TKK-04	None	None	Russia	BOLD:AAB6118
RuHF-TKK-04-5	Triturus karelinii	Triturus karelinii	species	None	619	0	S79-TKK-04	None	None	Russia	BOLD:AAB6118
RuHF-TKK-05-1	Triturus karelinii	Triturus karelinii	species	None	623	0	S80-TKK-05	None	None	Georgia	BOLD:AAB6118
RuHF-TKK-05-2	Triturus karelinii	Triturus karelinii	species	None	632	0	S81-TKK-05	None	None	Georgia	BOLD:AAB6118
RuHF-TKK-05-3	Triturus karelinii	Triturus karelinii	species	None	630	0	S82-TKK-05	None	None	Georgia	BOLD:AAB6118
RuHF-TKK-05-4	Triturus karelinii	Triturus karelinii	species	None	577	0	S83-TKK-05	None	None	Georgia	BOLD:AAB6118
RuHF-TC-03-1	Triturus cristatus	Triturus cristatus	species	None	631	0	S84-TC-03	Unknown	None	Moldova	BOLD:AAC3031
RuHF-TC-03-2	Triturus cristatus	Triturus cristatus	species	None	631	1	S85-TC-03	Unknown	None	Moldova	BOLD:AAC3031
RuHF-SSS-01-1	Salamandra salamandra	Salamandra salamandra	species	None	657	0	S96-SSS-01	None	None	Ukraine	BOLD:AAE3270
RuHF-SSS-01-2	Salamandra salamandra	Salamandra salamandra	species	None	657	0	S97-SSS-01	None	None	Ukraine	BOLD:AAE3270
RuHF-SSS-01-3	Salamandra salamandra	Salamandra salamandra	species	None	657	0	S98-SSS-01	None	None	Ukraine	BOLD:AAE3270
RuHF-SSS-01-4	Salamandra salamandra	Salamandra salamandra	species	None	657	0	S99-SSS-01	None	None	Ukraine	BOLD:AAE3270
RuHF-SSS-02-1	Salamandra salamandra	Salamandra salamandra	species	None	657	0	S100-SSS-02	None	None	Ukraine	BOLD:AAE3270
RuHF-PWW-01-1	Pleurodeles waltl	Pleurodeles waltl	species	None	657	1	S101-PWW-01	None	None	Morocco	BOLD:AAC9292
RuHF-PWW-01-2	Pleurodeles waltl	Pleurodeles waltl	species	None	657	0	S102-PWW-01	None	None	Morocco	BOLD:AAC9292
RuHF-PWW-01-3	Pleurodeles waltl	Pleurodeles waltl	species	None	657	0	S103-PWW-01	None	None	Morocco	BOLD:AAC9292
RuHF-TVuL-01-1	Lissotriton vulgaris	Lissotriton vulgaris	species	None	636	0	S133-TVuL-01	None	Inigo Martinez-Solano	Georgia	BOLD:AAF6940
RuHF-TVuL-01-3	Lissotriton vulgaris	Lissotriton vulgaris	species	None	518	0	S135-TVuL-01	None	Inigo Martinez-Solano	Georgia	BOLD:AAF6940
RuHF-TVuL-01-5	Lissotriton vulgaris	Lissotriton vulgaris	species	None	536	4	S137-TVuL-01	None	Inigo Martinez-Solano	Georgia	BOLD:AAF6940
RuHF-TAS-01-1	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S140-TAS-01	None	None	Montenegro	BOLD:AAC2557
RuHF-TAR-01-1	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S141-TAR-01	None	None	Bosnia and Herzegovina	BOLD:AAD2795
RuHF-TAR-01-2	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S142-TAR-01	None	None	Bosnia and Herzegovina	BOLD:AAD2795
RuHF-THH-01-1	Lissotriton helveticus	Lissotriton helveticus	species	None	657	0	S144-THH-01	None	None	Spain	BOLD:AAE8022
RuHF-THH-01-2	Lissotriton helveticus	Lissotriton helveticus	species	None	615	0	S145-THH-01	None	None	Spain	BOLD:AAE8022
RuHF-TBB-01-1	Lissotriton boscai	Lissotriton boscai	species	None	666	5	S146-TBB-01	None	None	Spain	BOLD:AAF6846
RuHF-TBB-01-2	Lissotriton boscai	Lissotriton boscai	species	None	653	0	S147-TBB-01	None	None	Spain	BOLD:AAF6846
RuHF-TBB-01-3	Lissotriton boscai	Lissotriton boscai	species	None	654	0	S148-TBB-01	None	None	Spain	BOLD:AAF6846
RuHF-TBB-01-4	Lissotriton boscai	Lissotriton boscai	species	None	146	0	S149-TBB-01	None	Nikolay Poyarkov	Spain	None
RuHF-TAC-02-1	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S150-TAC-02	None	None	Spain	BOLD:AAD2795
RuHF-TAC-02-2	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	647	0	S151-TAC-02	None	None	Spain	BOLD:AAD2795
RuHF-TAC-02-3	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S152-TAC-02	None	None	Spain	BOLD:AAD2795
RuHF-TAR-02-1	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	610	0	S153-TAR-02	None	None	Bosnia and Herzegovina	BOLD:AAD2795
RuHF-TAR-02-2	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S154-TAR-02	None	None	Bosnia and Herzegovina	BOLD:AAD2795
RuHF-TAR-02-3	Ichthyosaura alpestris	Ichthyosaura alpestris	species	None	657	0	S155-TAR-02	None	None	Bosnia and Herzegovina	BOLD:AAD2795
RuHF-TP-03-1	Triturus pygmaeus	Triturus pygmaeus	species	None	156	0	S156-TP-03	None	None	Spain	None
RuHF-TP-03-2	Triturus pygmaeus	Triturus pygmaeus	species	None	156	0	S157-TP-03	None	None	Spain	None
RuHF-TP-04-1	Triturus pygmaeus	Triturus pygmaeus	species	None	156	0	S158-TP-04	None	None	Spain	None
RuHF-TP-04-2	Triturus pygmaeus	Triturus pygmaeus	species	None	156	0	S159-TP-04	None	None	Spain	None
RuHF-THH-02-1	Lissotriton helveticus	Lissotriton helveticus	species	None	488	26	S162-THH-02	None	None	France	None
RuHF-THH-02-2	Lissotriton helveticus	Lissotriton helveticus	species	None	657	0	S163-THH-02	None	None	France	BOLD:AAE8022
RuHF-THH-02-5	Lissotriton helveticus	Lissotriton helveticus	species	None	657	0	S166-THH-02	None	None	France	BOLD:AAE8022
RuHF-TP-05-1	Triturus marmoratus	Triturus marmoratus	species	None	159	0	S174-TP-05	None	Nikolay Poyarkov	Spain	None
ZMMU_NP-S-123-1	Lissotriton italicus	Lissotriton italicus	species	None	657	0	None	Zoological Museum of Moscow University	Nikolay Poyarkov	Italy	BOLD:AAJ2076
ZMMU_NP-S-123-3	Lissotriton italicus	Lissotriton italicus	species	None	657	0	None	Zoological Museum of Moscow University	Nikolay Poyarkov	Italy	BOLD:AAJ2076
KIZ_CJ-NE1576	Salamandrella keyserlingii	Salamandrella keyserlingii	species	None	631	0	None	Chinese Academy of Sciences, Kunming Institute of Zoology	Nikolay Poyarkov	China	BOLD:AAC6667
KIZ_CJ-HUI-20	Salamandrella keyserlingii	Salamandrella keyserlingii	species	None	632	0	None	Chinese Academy of Sciences, Kunming Institute of Zoology	Nikolay Poyarkov	China	BOLD:AAC6667
ZMMU_NP-S-100-1	Triturus karelinii	Triturus karelinii	species	None	657	0	None	Zoological Museum of Moscow University	Nikolay Poyarkov	Russia	BOLD:AAB6118
HHUF_MK-S-1-1	Salamandrella keyserlingii	Salamandrella keyserlingii	species	None	636	0	None	Hirosaki University	Masaki Kuro-o	Japan	BOLD:AAC6668
HHUF_MK-S-1-2	Salamandrella keyserlingii	Salamandrella keyserlingii	species	None	650	0	None	Hirosaki University	Masaki Kuro-o	Japan	BOLD:AAC6668
CFIA_Fish_10SI-120(B8)	Gadus macrocephalus	Gadus macrocephalus	species	E-Vouchered:DNA/Tissue+Photo	652	0	CFIA_Fish_10SI-120(B8)	Centre for Biodiversity Genomics	Chris D. Weland	Canada	None
CFIA_Fish_10SI-121(B9)	Gadus macrocephalus	Gadus macrocephalus	species	E-Vouchered:DNA/Tissue+Photo	652	0	CFIA_Fish_10SI-121(B9)	Centre for Biodiversity Genomics	Chris D. Weland	Canada	None
CFIA_Fish_10SI-122(B10)	Gadus macrocephalus	Gadus macrocephalus	species	E-Vouchered:DNA/Tissue+Photo	652	0	CFIA_Fish_10SI-122(B10)	Centre for Biodiversity Genomics	Chris D. Weland	Canada	None
CFIA_Fish_10SI-123(B11)	Gadus macrocephalus	Gadus macrocephalus	species	E-Vouchered:DNA/Tissue+Photo	652	0	CFIA_Fish_10SI-123(B11)	Centre for Biodiversity Genomics	Chris D. Weland	Canada	None
CFIA_Fish_10SI-124(B12)	Gadus macrocephalus	Gadus macrocephalus	species	E-Vouchered:DNA/Tissue+Photo	652	0	CFIA_Fish_10SI-124(B12)	Centre for Biodiversity Genomics	Chris D. Weland	Canada	None
MDWAS_Fish-Tissue	Gadus macrocephalus	Gadus macrocephalus	species	E-Vouchered:DNA/Tissue+Photo	652	0	MDWAS_Fish-Tissue	Centre for Biodiversity Genomics	Chris D. Weland	United States	None
Alcon_2012-05-24_152806F	Hypena scabra	Hypena scabra	species	E-Vouchered:DNA/Tissue+Photo	658	0	Alcon_2012-05-24_152806F	Centre for Biodiversity Genomics	Chris D. Weland	United States	None
CCDB-ST01882	Clangula hyemalis	Clangula hyemalis	species	E-Vouchered:DNA/Tissue+Photo	198	0	CCDB-ST01882	Centre for Biodiversity Genomics	Janet Topan	Canada	None
CCDB-ST01883	Clangula hyemalis	Clangula hyemalis	species	E-Vouchered:DNA/Tissue+Photo	197	0	CCDB-ST01883	Centre for Biodiversity Genomics	Janet Topan	Canada	None
YVR2016Jun19_1734PDT	Vanessa atalanta	Vanessa atalanta	species	None	658	0	YVR2016Jun19_1734PDT	Biodiversity Institute of Ontario	BOLD ID Engine	Canada	None
CDC_IK-167	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-198	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	648	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-199	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-200	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-202	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-203	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	643	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-204	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-205	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-206	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-208	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-209	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-210	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-226	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-227	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	638	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-228	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-229	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-230	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-231	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-232	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-233	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-234	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-235	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-236	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	657	0	None	None	None	Kenya	None
CDC_IK-242	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-282	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-283	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-284	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-285	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-286	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-287	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-288	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	646	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-289	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	640	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-290	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-291	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-300	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-301	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-302	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-303	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-304	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-305	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-306	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-307	Rousettus aegyptiacus	Rousettus aegyptiacus	species	museum voucher	657	0	None	National Museums of Kenya	None	Kenya	BOLD:AAA2863
CDC_IK-308	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	493	1	None	None	None	Kenya	BOLD:AAA2863
07IVK-202	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	657	1	None	National Museums of Kenya	Bernard Agwanda	Kenya	BOLD:AAA2863
07IVK-303	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	657	0	None	National Museums of Kenya	Bernard Agwanda	Kenya	BOLD:AAA2863
07IVK-403	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	653	0	None	National Museums of Kenya	Bernard Agwanda	Kenya	BOLD:AAA2863
07IVK-531	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	657	0	None	National Museums of Kenya	Bernard Agwanda	Kenya	BOLD:AAA2863
07IVK-782	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	657	0	None	National Museums of Kenya	Bernard Agwanda	Kenya	BOLD:AAA2863
07IVK-802	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	657	0	None	National Museums of Kenya	Bernard Agwanda	Kenya	BOLD:AAA2863
CDC2008_135	Rousettus aegyptiacus	Rousettus aegyptiacus	species	None	655	0	None	Nairobi National Museum	Ivan V. Kuzmin	Kenya	BOLD:AAA2863
ROM 112789	Apodemus agrarius	Apodemus agrarius	species	None	657	0	112789	Royal Ontario Museum	None	China	BOLD:AAA8775
